Authors,Author full names,Author(s) ID,Title,Link,Abstract,Publisher,title_key,source
"Kirishanthy, T.; Ramanan, A.","Kirishanthy, T. (57188824994); Ramanan, Amirthalingam (35090335500)",57188824994; 35090335500,Creating Compact and Discriminative Visual Vocabularies Using Visual Bits,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963638652&partnerID=40&md5=b71d324b21d952df5921c2714f8825ca,"In a patch-based object recognition system the key role of a visual vocabulary is to provide a way to map the low-level features into a fixed-length vector in histogram space to which standard classifiers can be directly applied. The discriminative power of such a visual vocabulary determines the quality of the vocabulary model, whereas the size of the vocabulary controls the complexity of the model. A compact visual vocabulary provides a lower-dimensional representation whereas a large-sized vocabulary may overfit to the distribution of visual words in an image and lead to heavy computational load. The generic framework of a bag-of-features approach follows a standard routine extracting local image descriptors and clustering with a user-designated number of clusters. The problem with this routine lies in that constructing a vocabulary for each single dataset is not efficient. Usually the construction of a vocabulary is achieved by cluster analysis using K-means algorithm. However, one of its drawbacks is the choice of a suitable value for K which determines the size of a visual vocabulary. The choice of the size of a vocabulary should be balanced between the recognition rate and computational needs. In this paper we propose a two-staged approach to map an initial high-dimensional vocabulary into a compact vocabulary while maintaining its discriminative power. Using an initial larger vocabulary we first represent the training images using a coding scheme that maps the importance of each visual word within an image as visual bits. These set of visual bits of images then form a sparse representation of every visual word with respect to the set of category-specific training images that is used for the compression. We have tested our vocabulary compression technique on four computer vision tasks: (i) Xerox7 (ii) PASCAL VOC Challenge 2007 (iii) UIUC texture and (iv) MPEG7 CE Shape-1 Part B Silhouette image datasets. Testing results show that the proposed method slightly outperforms vocabularies learnt by K-means by achieving just half the size of initial vocabulary. Our compression technique could help to optimize larger vocabularies to fewer visual words with stable performance. © 2015 IEEE.",Institute of Electrical and Electronics Engineers Inc.,creating compact and discriminative visual vocabularies using visual bits,"Scopus, WoS"
"Klawonn, M.; Heim, E.","Klawonn, Matthew (57205542258); Heim, Eric (59889242900)",57205542258; 59889242900,Generating triples with adversarial networks for scene graph construction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060493523&partnerID=40&md5=7097eb81182e34222ba83598fb746e5c,"Driven by successes in deep learning, computer vision research has begun to move beyond object detection and image classification to more sophisticated tasks like image captioning or visual question answering. Motivating such endeavors is the desire for models to capture not only objects present in an image, but more fine-grained aspects of a scene such as relationships between objects and their attributes. Scene graphs provide a formal construct for capturing these aspects of an image. Despite this, there have been only a few recent efforts to generate scene graphs from imagery. Previous works limit themselves to settings where bounding box information is available at train time and do not attempt to generate scene graphs with attributes. In this paper we propose a method, based on recent advancements in Generative Adversarial Networks, to overcome these deficiencies. We take the approach of first generating small subgraphs, each describing a single statement about a scene from a specific region of the input image chosen using an attention mechanism. By doing so, our method is able to produce portions of the scene graphs with attribute information without the need for bounding box labels. Then, the complete scene graph is constructed from these subgraphs. We show that our model improves upon prior work in scene graph generation on state-of-the-art data sets and accepted metrics. Further, we demonstrate that our model is capable of handling a larger vocabulary size than prior work has attempted. © © 2018, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",AAAI press,generating triples with adversarial networks for scene graph construction,"Scopus, WoS"
"Klempien-Hinrichs, R.; von Totth, C.","Klempien-Hinrichs, Renate (55888015600); von Totth, Caroline (22434405100)",55888015600; 22434405100,Generation of Celtic key patterns with tree-based collage grammars,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041064743&partnerID=40&md5=5dc143eafda8ef7868403f7884a87f05,"Tree-based collage grammars are a syntactic device for modelling visual languages. Celtic art provides such languages, which follow precise rules of construction, for instance key patterns and knotwork. In this paper, we study the syntactic generation of Celtic key patterns using tree-based collage grammars. Moreover, the regulation mechanisms we employ to ensure that only consistent key patterns are generated are compared with the mechanisms used in a previous study for knotwork. © 2010, Universitatsbibliothek TU Berlin.",Universitatsbibliothek TU Berlin eceasst@journal.ub.tu-berlin.de,generation of celtic key patterns with tree-based collage grammars,Scopus
"Kletsko, E.; van Rozen, R.","Kletsko, Elisabeth (59478028500); van Rozen, Riemer (55636587200)",59478028500; 55636587200,Advanced Game Engine Wizardry for Visual Programming Environments,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212418636&partnerID=40&md5=711dceceb93383e963bd0f10b97fc9ff,"Visual programming environments empower end-users with interactive input and feedback mechanisms that support live and exploratory programming. For creating these environments, language engineers require enabling technology. Language workbenches and meta-programming languages support rapid construction of interpreter back-ends. Game engines are specifically created for rich interactive user experiences and have the potential to augment this technology even further with maintainable front-ends. However, these technologies presently live in separate technological spaces. We aim to automate the creation of visual programming environments by integrating the two. We propose Raven, a meta-framework for rapidly prototyping visual editors that exposes key 2D features of Godot in a programmable user interface. Using Raven’s declarative notation, language engineers can concisely express the structure and styling of tree-based editors. We demonstrate our approach by: 1) integrating Raven into the Rascal language workbench, and 2) creating two editors for the live state machine language. © 2024 Copyright held by the owner/author(s).","Association for Computing Machinery, Inc",advanced game engine wizardry for visual programming environments,Scopus
"Koc, K.; Gürgün, A.P.","Koc, Kerim (57214894384); Gürgün, Asli Pelin (55826595000)",57214894384; 55826595000,Causal Relationships of Readability Risks in Construction Contracts,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140308046&partnerID=40&md5=a6db53605b7b7fc759b83c9470774c50,"Issues related to readability risks in contracts could exacerbate conflict, claim and dispute occurrences in construction projects. Determination of root causes of readability risks by defining casual relationships in construction contracts is essential to improve contract documentation and enable successful risk management. This paper aims to differentiate net causes from net effect factors of readability risks in construction contracts. Most significant readability risks in construction contracts were analyzed using fuzzy decision-making trial and evaluation laboratory (DEMATEL) method, which is known for its wide implementation in similar problems. Root cause degree (RCD) diagram was drawn to illustrate the differentiation of these factors by adopting maximum mean de-entropy (MMDE) algorithm. Analysis results indicated that poor grammar use, legal terminology, visual representation, and negative language were the major underlying cause factors; while lengthy document, use of abbreviations, scope complexity, controversial uses, repetitions, and ambiguous words were the net effect factors. The results are expected to improve readability of contract documents, which would contribute to more effective risk management and better allocation of project resources. © 2022 Turkish Chamber of Civil Engineers. All rights reserved.",Turkish Chamber of Civil Engineers,causal relationships of readability risks in construction contracts,Scopus
"Kodosky, Jeffrey; MacCrisken, Jack; Rymar, Gary","Kodosky, Jeff (6506568888); MacCrisken, Jack (6506325743); Rymar, Gary (6507926213)",6506568888; 6506325743; 6507926213,Visual programming using structured data flow,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026262657&partnerID=40&md5=a6bd5f0dd8d0c75a4ef1c901324d64de,"In the quest for a visual programming language that can be used effectively by a broad range of people with different programming skill levels, a system has been developed based on a dataflow model extended with graphical control-flow structures. This system eliminates many of the problems associated with using dataflow graphs as a programming language, making programs easier to construct while still preserving the natural understandability of dataflow diagrams. Subroutine-like modules are encapsulated using an icon-based notation that facilitates the construction of large programs through hierarchical composition. Finally, a compiler has been constructed that generates machine code that is comparable to code generated by compilers of conventional languages such as Pascal and C. The visual language, called G, is embedded in LabVIEWqq, a scientific software system for laboratory automation and simulation.",Publ by IEEE,visual programming using structured data flow,Scopus
"Kolouju, P.; Xing, E.; Pless, R.; Jacobs, N.; Stylianou, A.","Kolouju, Pranavi (59734194900); Xing, Eric (58898283300); Pless, Robert B. (17635887500); Jacobs, Nathan B. (15520711800); Stylianou, Abby (56345830400)",59734194900; 58898283300; 17635887500; 15520711800; 56345830400,Good4cir: Generating Detailed Synthetic Captions for Composed Image Retrieval,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017859526&partnerID=40&md5=96e2c32d7929eeb102c537afb3980108,"Composed image retrieval (CIR) enables users to search images using a reference image combined with textual modifications. Recent advances in vision-language models have improved CIR, but dataset limitations remain a barrier. Existing datasets often rely on simplistic, ambiguous, or insufficient manual annotations, hindering fine-grained retrieval. We introduce good4cir, a structured pipeline leveraging vision-language models to generate high-quality synthetic annotations. Our method involves: (1) extracting fine-grained object descriptions from query images, (2) generating comparable descriptions for target images, and (3) synthesizing textual instructions capturing meaningful transformations between images. This reduces hallucination, enhances modification diversity, and ensures object-level consistency. Applying our method improves existing datasets and enables creating new datasets across diverse domains. Results demonstrate improved retrieval accuracy for CIR models trained on our pipeline-generated datasets. We release our dataset construction framework to support further research in CIR and multi-modal retrieval. © 2025 IEEE.",IEEE Computer Society,good4cir generating detailed synthetic captions for composed image retrieval,Scopus
"Kong, H.","Kong, Hui (58634611100)",58634611100,Data Analysis of Linguistic Landscape in the Context of “Internationalization +” Urban Construction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173461311&partnerID=40&md5=b99cd20992fe346943ab01925bdfd8d2,"With the rapid development of internationalization and urban construction, the urban linguistic landscape has become an area of great interest. The purpose of this paper is to explore the data analysis method of urban visual linguistic landscape based on line-of-sight orientation and to optimize the design of urban linguistic landscape based on an improved genetic algorithm. The basic visual analysis unit and the viewable area analysis unit of the linguistic landscape are proposed to quantify the visual characteristic indexes and the optimal view distance of the linguistic landscape. At the same time, the viewable spatial point set analysis unit is used to obtain the view accessibility of the language landscape. Finally, the linguistic landscape optimization model was evaluated and analyzed for application effects. The results show that through the optimized design of 10 linguistic spots in H City National Forest Park, the average score of each spot evaluation is 3.48, and the full score ratio is 63.18%. The urban language landscape optimization model proposed in this paper can effectively improve the aesthetics and visual sensitivity of the urban language landscape. © 2023 Hui Kong, published by Sciendo.",Sciendo,data analysis of linguistic landscape in the context of internationalization urban construction,Scopus
"Kong, Q.-Y.; Rong, Y.; Wang, G.-L.; Xu, Z.-Q.; Zhang, Q.; Guan, Z.-S.; Fan, Y.-H.","Kong, Qingyi (56097238800); Rong, Ye (57215340798); Wang, Guanglong (60212384400); Xu, Ziqi (60212384500); Zhang, Qian (56698962300); Guan, Zhan Shuai (60212297400); Fan, Yuhui (60212384600)",56097238800; 57215340798; 60212384400; 60212384500; 56698962300; 60212297400; 60212384600,Adaptive Graph Neural Networks with Semi-Supervised Multi-Modal Fusion for Few-Shot Steel Strip Defect Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023069768&partnerID=40&md5=4f8f64e2eaacd2fd8d335d888c74dec0,"In recent years, deep learning-based methods for surface defect detection in steel strips have advanced rapidly. Nevertheless, existing approaches still face several challenges in practical applications, such as insufficient dimensionality of feature information, inadequate representation capability for single-modal samples, poor adaptability to few-shot scenarios, and difficulties in cross-domain knowledge transfer. To overcome these limitations, this paper proposes a multi-modal fusion framework based on graph neural networks for few-shot classification and detection of surface defects. The proposed architecture consists of three core components: a multi-modal feature fusion module, a graph neural network module, and a cross-modal transfer learning module. By integrating heterogeneous data modalities—including visual images and textual descriptions—the method facilitates the construction of a more efficient and accurate defect classification and detection model. Experimental evaluations on steel strip surface defect datasets confirm the robustness and effectiveness of the proposed method under small-sample conditions. The results demonstrate that our approach provides a novel and reliable solution for automated quality inspection of surface defects in the steel industry. © 2025 by the authors.",Multidisciplinary Digital Publishing Institute (MDPI),adaptive graph neural networks with semi-supervised multi-modal fusion for few-shot steel strip defect detection,Scopus
"Kong, Q.; Kawana, Y.; Saini, R.; Kumar, A.; Pan, J.; Gu, T.; Ozao, Y.; Opra, B.; Sato, Y.; Kobori, N.","Kong, Quan (59755035000); Kawana, Yuki (59258374600); Saini, Rajat (57216953659); Kumar, Ashutosh (59258374700); Pan, Jingjing (59258365300); Gu, Ta (57786459300); Ozao, Yohei (59258296400); Opra, Balázs (59258341200); Sato, Yoichi (35230954300); Kobori, Norimasa (37045431000)",59755035000; 59258374600; 57216953659; 59258374700; 59258365300; 57786459300; 59258296400; 59258341200; 35230954300; 37045431000,WTS: A Pedestrian-Centric Traffic Video Dataset for Fine-Grained Spatial-Temporal Understanding,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208551796&partnerID=40&md5=662a249f4420fe6a076f1e33ee50e0e4,"In this paper, we address the challenge of fine-grained video event understanding in traffic scenarios, vital for autonomous driving and safety. Traditional datasets focus on driver or vehicle behavior, often neglecting pedestrian perspectives. To fill this gap, we introduce the WTS dataset, highlighting detailed behaviors of both vehicles and pedestrians across over 1.2k video events in over hundreds traffic scenarios. WTS integrates diverse perspectives from vehicle ego and fixed overhead cameras in a vehicle-infrastructure cooperative environment, enriched with comprehensive textual descriptions and unique 3D Gaze data for a synchronized 2D/3D view, focusing on pedestrian analysis. We also provide annotations for 5k publicly sourced pedestrian-related traffic videos. Additionally, we introduce LLMScorer, an LLM-based evaluation metric to align inference captions with ground truth. Using WTS, we establish a benchmark for dense video-to-text tasks, exploring state-of-the-art Vision-Language Models with an instance-aware VideoLLM method as a baseline. WTS aims to advance fine-grained video event understanding, enhancing traffic safety and autonomous driving development. Dataset page: https://woven-visionai.github.io/wts-dataset-homepage/. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",Springer Science and Business Media Deutschland GmbH,wts a pedestrian-centric traffic video dataset for fine-grained spatial-temporal understanding,Scopus
"Kong, Z.; Zhang, H.","Kong, Zihan (58616614000); Zhang, Haiwei (35118347900)",58616614000; 35118347900,OpenSGen: Fine-Grained Relation-Aware Prompt for Open-Vocabulary Scene Graph Generation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011584642&partnerID=40&md5=9ac322331066aa1c1a1b19325a35a390,"Scene graph generation (SGG) converts images into structured graphs by detecting entities and their pairwise relation, thereby enhancing semantic understanding for downstream vision-language tasks. However, traditional SGG methods face two limitations rooted in datasets and design constraints: (1) The long-tail distribution of predicates biases models toward frequent but spatially dominant relation (e.g., spatial relation), and (2) Closed-set vocabularies restrict models to predefined predicates, resulting in failure to capture novel relation or erroneous predictions. To address these issues, we propose OpenSGen, an open-vocabulary SGG framework integrating visual-textual multimodal reasoning. Our approach introduces scene graph prompts to transform graphs into fine-grained sequential representations. These prompts leverage relation-aware tokens, enabling structured predictions while preserving node-edge consistency. Additionally, we align visual features with text through unigram tokenization, generating natural language outputs parsed into scene graphs and mapped to evaluation categories. Extensive experiments on Visual Genome and OpenImage show state-of-the-art performance in closed-set, open-vocabulary detection (OvD), and open-vocabulary relation (OvR) settings. © 2025 ACM.","Association for Computing Machinery, Inc",opensgen fine-grained relation-aware prompt for open-vocabulary scene graph generation,Scopus
"Kononowicz, A.A.; Balcerzak, L.; Kocurek, A.; Stalmach-Przygoda, A.; Ciureanu, I.A.; Hege, I.; Komenda, M.; Majerník, J.","Kononowicz, Andrzej A. (35225095500); Balcerzak, Łukasz (57215316808); Kocurek, Anna (22234238700); Stalmach-Przygoda, Agata (57202029005); Ciureanu, Adrian Ioan (57202249406); Hege, Inga (6506755692); Komenda, Martin (36246180600); Majerník, Jaroslav (6507585222)",35225095500; 57215316808; 22234238700; 57202029005; 57202249406; 6506755692; 36246180600; 6507585222,Technical infrastructure for curriculum mapping in medical education: A narrative review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089147517&partnerID=40&md5=5f5253df7db37a9530ba855f4378d7ad,"Curriculum mapping is the process of designing a multidimensional model of an educational programme for a complete, more transparent and better-integrated learning experience. Many universities worldwide are building or expanding their technical infrastructure to manage their curricula. Our aim was to deliver a synopsis of current practices and describe the focus of research interest in implementing curriculum mapping tools for medical education. As part of the Building Curriculum Infrastructure in Medical Education (BCIME) project, we conducted a state-of-the-art narrative review of the literature. A systematised search of the PubMed/MEDLINE database for the years 2013-2019 resulted in 352 abstracts, from which 23 full-text papers were included in the final review. From these, we extracted guidance on 12 key characteristics of curriculum mapping tools. The collected experiences formed four thematic categories: visualisations, text descriptions and analysis, the outcome-based approach and adaptability in curriculum mapping. As result of the review, we summarised topics regarding ways of: implementating new competency-based catalogues (like NKLM) in curriculum mapping software (e. g., using dynamic checklists), methods of streamlining the authoring process (e. g., by automatic detection and alignment of action verbs in learning objectives descriptions) and graphical forms of presenting curriculum data (e. g., network visualisations using automatic clustering of related parts of a curriculum based on similarities between textual descriptions). We expect further developments in text-mining methods and visual/learning analytics in curriculum mapping. The collected data informed the design of a new curriculum management system called EduPortfolio, which is currently being implemented by the BCIME project. © 2020 De Gruyter. All rights reserved.",De Gruyter Open Ltd,technical infrastructure for curriculum mapping in medical education a narrative review,Scopus
"Konstantinou, N.; Semertzidis, T.; Daras, P.","Konstantinou, Nikolaos (24331907400); Semertzidis, Theodoros (24825394400); Daras, Petros (6602644373)",24331907400; 24825394400; 6602644373,Multi-Source Visual Language Model Fusion for Indoor Geolocation Reliability,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027987017&partnerID=40&md5=884a68c005f9a98b77e9d22b2ff9c7e3,"Black-box indoor geolocation systems lack interpretable mechanisms to assess prediction reliability, hindering deployment in forensic investigations, legal proceedings, and intelligence operations where users must distinguish trustworthy from unreliable outputs. This work presents a two-stage investigation with empirically-derived architectural validation infrastructure addressing this gap. The first stage evaluates whether Visual Language Models (VLMs) can provide interpretable reliability assessment through architectural reasoning. Applied to 2,397 residential indoor images from verified Airbnb listings across six countries, the analysis demonstrates that VLM confidence creates meaningful discrimination within black-box predictions (24-point gap in accuracy between high- and low-confidence subsets). However, this discrimination exhibits geographic variability (ranging from -4.6 to +50.5 percentage points across countries), limiting standalone deployment reliability. The second stage addresses these limitations through learned multi-source fusion that combines calibrated geographic probabilities, VLM confidence, and architectural segmentation to detect consensus patterns predictive of reliability. This approach achieves 82.2% accuracy at 5% coverage and sustains over 80% precision at 10% coverage, substantially outperforming single-source baselines. Ablation experiments confirm that calibration, interaction terms, and the fusion architecture each contribute significantly to performance, demonstrating that robust reliability assessment for indoor geolocation emerges from calibrated multi-source consensus rather than standalone confidence scores. Code will be made available. © 2013 IEEE.",Institute of Electrical and Electronics Engineers Inc.,multi-source visual language model fusion for indoor geolocation reliability,Scopus
"Kortuem, G.; Bandara, A.K.; Smith, N.; Richards, M.; Petre, M.","Kortuem, Gerd (6602781855); Bandara, Arosha K. (14009565600); Smith, Neil (57209811750); Richards, Mike (7402054529); Petre, M. (32667998900)",6602781855; 14009565600; 57209811750; 7402054529; 32667998900,Educating the internet-of-things generation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873681907&partnerID=40&md5=363af0727b7993a400ce17657d0f1845,"The Open University's My Digital Life course offers a learning infrastructure that allows complete novices to experiment with, and learn about, Internet-of-Things technologies by engaging in a range of activities that include collaborative and collective programming of real-world sensing applications. The first Web extra at http://youtu.be/JUpkHqivXp4 is a video presentation in which Arosha Bandara, a lecturer in computing at the Open University, explains how embedded, interconnected devices have grown to affect our lives. The second Web extra at http://youtu.be/VL37sjjI1sis a video demonstration of Sense from the Open University's My Digital Life course. Sense is a newly developed visual programming language and programming environment based on SenseBoard, an embedded networked sensor device that supports active learning and experimentation with sensing, actuation, and networking by students at home. © 1970-2012 IEEE.",,educating the internet-of-things generation,Scopus
"Korus, K.; Salamak, M.; Jasiński, M.","Korus, Kamil (57223314042); Salamak, Marek (25028351300); Jasiński, Marcin (57204202555)",57223314042; 25028351300; 57204202555,Optimization of geometric parameters of arch bridges using visual programming FEM components and genetic algorithm,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105552101&partnerID=40&md5=7e847c349bf2b17103be76ec185cce70,"Arch bridges are essential components of transportation infrastructure. Their attractive geometry is based on a multitude of geometric parameters, which makes them a challenging design task. Therefore, arch bridges’ optimization should be aided by modern computational techniques and algorithms. This study presents an automated optimization process of steel through arch bridges. We merged visual programming, an accessible text programming alternative, with a genetic algorithm to establish an automated framework. We used Dynamo, an open-source civil engineering visual programming language (VPL), to develop a model generation script. Our finite element method (FEM) package enriched the basic VPL functions; it allowed geometry modeling and static strength analysis inside one parametric environment. Linked genetic algorithm replaced the designer in iterative, time-consuming optimization tasks, automating the process. The algorithm adjusted construction's geometric parameters to provide solutions optimized for the typical objective: minimizing the material consumption while still fulfilling strength requirements. We evaluated the procedure with optimization of selected reference construction. The system dealt with cases of increasing complexity, adjusting cross-section dimensions, static scheme parameters, and material properties. The paper describes practical aspects of implementing and utilizing the visual programming-genetic algorithm solution, which can also be adapted for other structures, additional objectives, and constraints. © 2021 The Authors",Elsevier Ltd,optimization of geometric parameters of arch bridges using visual programming fem components and genetic algorithm,Scopus
"Kosar, T.; Rebernak, D.; Mernik, M.; Žumer, V.","Kosar, Tomaž (6603257142); Rebernak, Damijan (6505760470); Mernik, Marjan (6701780016); Žumer, Viljem (6603717674)",6603257142; 6505760470; 6701780016; 6603717674,Visual language framework for LISA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-14944344984&partnerID=40&md5=317bf034a0f223ad3bd752b1053aed42,Compiler construction is a difficult task. Therefore more suitable solutions than the existent ones are needed. In this paper a framework (domain-specific visual language) for visual language design is presented. The framework automatically generates the compiler/interpreter by using visual notation. The main advantage of this approach is the use of a more appropriate visual notation and abstractions in comparison to classical textual notation of formal language specifications for compiler generators. Special attention is paid to better flexibility and reusability of the predefined semantic constructs.,,visual language framework for lisa,Scopus
"Kostková, J.; Flusser, J.; Lebl, M.; Pedone, M.","Kostková, Jitka (57191629557); Flusser, Jan (7004642542); Lebl, Matej (57209222231); Pedone, Matteo (25723759900)",57191629557; 7004642542; 57209222231; 25723759900,Handling Gaussian blur without deconvolution,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079864481&partnerID=40&md5=7f35f8b6189b6d327ff8f824e037442c,"The paper presents a new theory of invariants to Gaussian blur. Unlike earlier methods, the blur kernel may be arbitrary oriented, scaled and elongated. Such blurring is a semi-group action in the image space, where the orbits are classes of blur-equivalent images. We propose a non-linear projection operator which extracts blur-insensitive component of the image. The invariants are then formally defined as moments of this component but can be computed directly from the blurred image without an explicit construction of the projections. Image description by the new invariants does not require any prior knowledge of the blur kernel parameters and does not include any deconvolution. The invariance property could be extended also to linear transformation of the image coordinates and combined affine-blur invariants can be constructed. Experimental comparison to three other blur-invariant methods is given. Potential applications of the new invariants are in blur/position invariant image recognition and in robust template matching. © 2020 Elsevier Ltd",Elsevier Ltd,handling gaussian blur without deconvolution,"Scopus, WoS"
"Kostková, J.; Flusser, J.; Lebl, M.; Pedone, M.","Kostková, Jitka (57191629557); Flusser, Jan (7004642542); Lebl, Matej (57209222231); Pedone, Matteo (25723759900)",57191629557; 7004642542; 57209222231; 25723759900,Image Invariants to Anisotropic Gaussian Blur,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066914571&partnerID=40&md5=bd7b49db0205d93fcdb9182b90f325dd,"The paper presents a new theory of invariants to Gaussian blur. Unlike earlier methods, the blur kernel may be arbitrary oriented, scaled and elongated. Such blurring is a semi-group action in the image space, where the orbits are classes of blur-equivalent images. We propose a non-linear projection operator which extracts blur-insensitive component of the image. The invariants are then formally defined as moments of this component but can be computed directly from the blurred image without an explicit construction of the projections. Image description by the new invariants does not require any prior knowledge of the particular blur kernel shape and does not include any deconvolution. Potential applications are in blur-invariant image recognition and in robust template matching. © 2019, Springer Nature Switzerland AG.",Springer Verlag service@springer.de,image invariants to anisotropic gaussian blur,"Scopus, WoS"
"Kowalski, P.; Zocholl, M.; Jousselme, A.-L.","Kowalski, Pawel (57203006714); Zocholl, Maximilian (56413054800); Jousselme, Anne Laure (6602638098)",57203006714; 56413054800; 6602638098,Explaining the impact of source behaviour in evidential reasoning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120878250&partnerID=40&md5=ea8ec1db17212d323211a62334304d32,"Explanation abilities are required for data-driven models, where the high number of parameters may render its internal reasoning opaque to users. Despite the natural transparency brought by the graphical model structure of Bayesian networks, decisions trees or valuation networks, additional explanation abilities are still required due to both the complexity of the problem as well as the consequences of the decision to be taken. Threat assessment is an example of such a complex problem in which several sources with partially unknown behaviour provide information on distinct but related frames of discernment. In this paper, we propose a solution as an evidential network with explanation abilities to detect and investigate threat to maritime infrastructure. We propose a post-hoc explanation approach to an already transparent by design threat assessment model, combining feature relevance and natural language explanations with some visual support. To this end, we extend the sensitivity analysis method of generation of explanations for evidential reasoning to a multi-source model where sources can have several and disparate behaviours. Natural language explanations are generated on the basis of a series of sensitivity measures quantifying the impact of both direct reports and source models. We conclude on challenges to be addressed in future work. © 2021",Elsevier B.V.,explaining the impact of source behaviour in evidential reasoning,Scopus
"Kraft, B.; Nagl, M.","Kraft, Bodo (57213973214); Nagl, Manfred (7006943303)",57213973214; 7006943303,Visual knowledge specification for conceptual design: Definition and tool support,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846850458&partnerID=40&md5=f9a2828bb6f5d787481892abaa0543c3,"Current CAD tools are not able to support the conceptual design phase, and none of them provides a consistency analysis for sketches produced by architects. This phase is fundamental and crucial for the whole design and construction process of a building. To give architects a better support, we developed a CAD tool for conceptual design and a knowledge specification tool. The knowledge is specific to one class of buildings and it can be reused. Based on a dynamic and domain-specific knowledge ontology, different types of design rules formalize this knowledge in a graph-based form. An expressive visual language provides a user-friendly, human readable representation. Finally, a consistency analysis tool enables conceptual designs to be checked against this formal conceptual knowledge. In this article, we concentrate on the knowledge specification part. For that, we introduce the concepts and usage of a novel visual language and describe its semantics. To demonstrate the usability of our approach, two graph-based visual tools for knowledge specification and conceptual design are explained. © 2006 Elsevier Ltd. All rights reserved.",,visual knowledge specification for conceptual design definition and tool support,"Scopus, WoS"
"Krasnoshchekov, V.; Semenova, N.","Krasnoshchekov, Victor (59423763200); Semenova, Natalia V. (57192383772)",59423763200; 57192383772,Visualization Problems in University Mathematics Courses: The Example of the Limit of a Function,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025191607&partnerID=40&md5=d5ceabb3ff8f37cefa793bd5d3eb5e09,"The problem of visualization of mathematical concepts is not new. Mathematicians have been debating various aspects of this problem, using both philosophical foundations and practical considerations, since the 17th century. The authors provided an overview of sources on mathematical visualization. In the genesis of ideas about the role of visual images in mathematics, extreme positions clashed: from absolutization of visualization to complete denial of its necessity. From the authors’ point of view, balanced and comprehensive solutions to the visualization problem are most in line with the truth. Moreover, the development of computer technologies has provided new opportunities and more advanced tools for visualization of mathematical concepts, which partly contributed to the “rehabilitation” of the ideas of mathematical visualization in the eyes of supporters of “pure” mathematics. The authors have identified a sore point of the most heated discussions. This is a visualization of some Calculus concepts that have a high degree of abstraction. The “ε–δ” language is one of such concepts. Using the example of 5 visual images of different cases of the limit of a function at finite and infinite points, the authors conducted a study to find out whether subsequent visualization really helps improve students’ understanding of the definitions of the limit of a function in the “ε–δ” language. The study involved 152 first-year bachelor’s students in the fields of “Management” and “Construction”. The authors analyzed the students’ self-assessment in terms of understanding the aforementioned definitions of the limit of a function. The results of the study show that, according to students - future engineers, visualization helps them better understand the concept of the limit of a function. This hypothesis can be accepted at a significance level of 0.01, that is, with a reliability of 99%. At the same time, the authors did not find sufficiently convincing confirmation of this hypothesis for students - future managers. Both categories of students reported an improvement in their understanding of the definition of the limit of a function when using visualization with animation. The authors identified the most suitable types of definitions of the limit of a function for visualization using Kendall’s coefficient of concordance. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",Springer Science and Business Media Deutschland GmbH,visualization problems in university mathematics courses the example of the limit of a function,Scopus
